,City,State,Average2018,Average2019,Average2020,2018-2019 changing rate,2019-2020 changing rate,Diff in 2018-2020 changing rate
14970,Foster,MO,80885.58333333333,85887.08333333333,87219.66666666667,5.823343634326077,1.5278473127238232,-4.295496321602254
14971,Lincoln Park,NY,171131.58333333334,184803.5,196821.44444444444,7.398083189261381,6.106013741727553,-1.2920694475338284
14972,Laurens,IA,59981.25,61544.5,63026.666666666664,2.5400320093590816,2.351650095197796,-0.18838191416128547
14973,Skipwith,VA,80029.58333333333,83255.33333333333,83648.0,3.8745265568572185,0.46942744197909275,-3.4050991148781256
14974,Walkerville,MI,77472.41666666667,83801.83333333333,86365.22222222222,7.552837945072789,2.9680800013379893,-4.5847579437348
14975,Ashfield,MA,267902.0,257651.66666666666,262668.3333333333,-3.978368727804339,1.9098863585890917,5.888255086393431
14976,Alcolu,SC,101839.5,101515.58333333333,101676.33333333333,-0.31908073226853173,0.15809972166580885,0.4771804539343406
14977,Cumings,TX,238537.25,242722.75,242954.55555555556,1.7243954264690886,0.09541107596253977,-1.6289843505065489
14978,Webb,NY,288627.3333333333,301705.9166666667,309226.55555555556,4.3348779758213905,2.432080542169904,-1.9027974336514863
14979,Chester,CA,271378.75,278776.4166666667,279800.0,2.65361997084283,0.365826781034065,-2.287793189808765
14980,Bremen,KY,77530.83333333333,83253.83333333333,84453.66666666667,6.874157946681134,1.4207001077514017,-5.453457838929732
14981,River Heights,UT,269566.25,288294.5833333333,309195.44444444444,6.496248773317795,6.75975713311861,0.2635083598008148
14982,Cornwall on Hudson,NY,321806.0833333333,337297.1666666667,332312.8888888889,4.5927107797624664,-1.499874950515187,-6.092585730277653
14983,Langhorne,PA,368659.9166666667,383187.4166666667,397004.1111111111,3.7912257470180495,3.480239639276054,-0.31098610774199553
14984,Wellston,MI,81306.41666666667,85592.08333333333,87189.88888888889,5.007083014881622,1.832558311425007,-3.1745247034566146
14985,McKenzie,AL,56947.0,60697.166666666664,64063.666666666664,6.178487189132932,5.254928690729535,-0.9235584984033967
14986,Herndon,KY,135225.08333333334,139579.91666666666,141186.77777777778,3.1199569661107986,1.1381101944547936,-1.981846771656005
14987,Hewitt,WI,161356.41666666666,168081.16666666666,172892.44444444444,4.000894409149549,2.7828155205034366,-1.218078888646112
14988,Surry,ME,221489.66666666666,232043.0,241758.0,4.548007625023527,4.0184812912085635,-0.5295263338149638
14989,Albany Township,PA,217783.5,223045.33333333334,237086.44444444444,2.3590869419669587,5.922359308231684,3.563272366264725
14990,Greenbank,WA,471840.75,503197.9166666667,521966.44444444444,6.23157720413191,3.595734549134486,-2.635842654997424
14991,Taylor,AR,69456.5,71158.41666666667,74982.22222222222,2.391729251985893,5.099616205322732,2.7078869533368395
14992,Hattieville,AR,103488.41666666667,110357.91666666667,110804.55555555556,6.224745996926666,0.40308711735678887,-5.821658879569878
14993,Long Beach,IN,519372.75,552665.25,539452.8888888889,6.023990109745457,-2.4492150071389225,-8.47320511688438
14994,Bodfish,CA,105338.33333333333,107296.58333333333,115700.0,1.8250814137449236,7.263108614232213,5.43802720048729
14995,Porter,ME,132242.16666666666,139126.16666666666,145896.77777777778,4.9480267910302045,4.640685842578209,-0.3073409484519951
14996,Elwell,MI,93502.33333333333,99609.0,104378.22222222222,6.130637459131877,4.569173646269334,-1.5614638128625424
14997,Sharpsburg,KY,78442.75,80263.33333333333,81326.44444444444,2.268262801611357,1.3072145454942885,-0.9610482561170683
14998,Mount Cobb,PA,193679.25,198245.83333333334,196558.44444444444,2.303495239496421,-0.8584667494994502,-3.1619619889958717
14999,Brooklyn Heights,OH,167671.16666666666,175975.25,183409.0,4.718892760961182,4.053099902403917,-0.665792858557265
15000,Cleveland,SC,202675.5,216355.5,226996.11111111112,6.322926849560099,4.687574187516678,-1.6353526620434211
15001,Shingleton,MI,97111.25,103003.33333333333,101013.66666666667,5.720284133199568,-1.9697004695734144,-7.689984602772983
15002,Woodleaf,NC,144795.41666666666,149636.16666666666,156376.66666666666,3.2350133713217732,4.310425681580799,1.075412310259026
15003,Upper Falls,WV,101344.41666666667,101955.41666666667,104949.77777777778,0.5992815487161464,2.853137161901776,2.2538556131856295
15004,Town Of Rosendale,NY,202095.08333333334,222240.0,235212.22222222222,9.064487341012715,5.515114010515325,-3.5493733304973896
15005,Ashley,IL,74752.66666666667,76105.58333333333,80490.22222222222,1.7776838536813313,5.447418043875587,3.669734190194255
15006,Manning,SC,81050.58333333333,82849.75,81970.88888888889,2.1716018052760226,-1.072162475025007,-3.2437642803010296
15007,Winchester,OR,335116.25,348615.1666666667,366090.6666666667,3.8721541566130044,4.773544258617173,0.9013901020041688
15008,Grey Eagle,MN,190351.91666666666,200421.75,200497.0,5.0243216284327135,0.03753173364189988,-4.986789894790814
15009,Lafayette,OH,56016.166666666664,59431.333333333336,62467.88888888889,5.746407618876695,4.860986355656505,-0.8854212632201905
15010,North Bonneville,WA,279517.8333333333,294866.75,304451.8888888889,5.205373839765483,3.148326300050323,-2.0570475397151595
15011,Santa Claus,GA,65222.75,69713.33333333333,71549.55555555556,6.441498517739307,2.5663642603572505,-3.875134257382056
15012,Worthington Springs,FL,60245.083333333336,62778.25,62242.555555555555,4.03510239082272,-0.8606562498326453,-4.895758640655366
15013,Henry,TN,100620.75,107486.33333333333,112626.77777777778,6.387401188988363,4.564140558639605,-1.8232606303487584
15014,Paradis,LA,127577.5,127408.58333333333,130551.11111111111,-0.13257871820514827,2.4071244978552486,2.539703216060397
15015,Elfrida,AZ,104831.41666666667,109066.16666666667,120568.0,3.8827347924883515,9.539706500342819,5.656971707854467
15016,Schall Circle,FL,196208.58333333334,203658.0,205028.88888888888,3.6578070425255365,0.6686320626903464,-2.98917497983519
15017,Nesbitt,TX,111913.16666666667,117824.5,119893.22222222222,5.017066343021467,1.725470534429244,-3.291595808592223
15018,Warwick,GA,181420.58333333334,188514.83333333334,190076.44444444444,3.763231717398012,0.8215700349800696,-2.9416616824179425
15019,McCool,MS,77842.83333333333,80607.58333333333,81078.11111111111,3.4298882135779203,0.5803388501897387,-2.8495493633881814
15020,Southwest Harbor,ME,314466.9166666667,329078.75,340411.3333333333,4.44022390790451,3.3290852047620763,-1.111138703142434
15021,Lake Delton,WI,179065.5,188660.33333333334,196602.33333333334,5.085771430489721,4.039626521896145,-1.0461449085935755
15022,Belleville,AR,92252.41666666667,87829.08333333333,90826.88888888889,-5.036296822711547,3.300570560357806,8.336867383069354
15023,Ryan,OK,22631.416666666668,23266.083333333332,24189.222222222223,2.727862088232861,3.816323155859136,1.088461067626275
15024,Portersville,PA,177662.75,181706.25,187494.0,2.225294947201871,3.0868987807609845,0.8616038335591134
15025,Ropesville,TX,165907.91666666666,173135.83333333334,179424.22222222222,4.174708682489194,3.5047602887755698,-0.6699483937136241
15026,Rion,SC,70070.41666666667,70591.0,72671.22222222222,0.7374641715421633,2.8625116774024826,2.1250475058603193
15027,Okolona,AR,30913.333333333332,37731.0,42495.333333333336,18.06913855097047,11.211427137097411,-6.85771141387306
15028,Lafayette,OR,296612.3333333333,313045.75,327382.1111111111,5.249525561892051,4.379091167337933,-0.8704343945541186
15029,Lyons,PA,136097.25,136805.08333333334,145442.44444444444,0.517402801187341,5.93867982905799,5.421277027870649
15030,Leroy,TX,130770.66666666667,139625.25,149325.33333333334,6.341677693206156,6.495939514616861,0.15426182141070477
15031,Dana,IN,75422.91666666667,79233.41666666667,82265.88888888889,4.809208236003117,3.686184229186387,-1.1230240068167303
15032,Domino,TX,82498.25,80927.25,82263.66666666667,-1.9412497026650477,1.6245527592173192,3.5658024618823667
15033,Rehobeth,AL,153280.41666666666,155906.25,161810.22222222222,1.6842386583817794,3.6487016340129568,1.9644629756311773
15034,Aroda,VA,234390.58333333334,248265.08333333334,254629.33333333334,5.588582902482259,2.499417453867583,-3.0891654486146765
15035,Parker,SD,178229.33333333334,187405.83333333334,192211.55555555556,4.896592510905476,2.50022544603631,-2.396367064869166
15036,Cat Spring,TX,348044.5,366141.5,374608.44444444444,4.9426246410199335,2.260211847867223,-2.6824127931527104
15037,Lead Hill,AR,68197.58333333333,72073.83333333333,72667.11111111111,5.378165446081912,0.8164323153986871,-4.5617331306832245
15038,Lakeside,OR,172542.5,186931.33333333334,189879.55555555556,7.697389772358481,1.5526801785459303,-6.144709593812551
15039,Fort Benton,MT,150182.08333333334,156620.58333333334,162947.77777777778,4.110890065003163,3.8829584120338447,-0.2279316529693185
15040,South Lead Hill,AR,66686.08333333333,71453.66666666667,72537.11111111111,6.672272474937152,1.493641568913375,-5.178630906023777
15041,Hershey,NE,152098.25,159061.66666666666,160269.88888888888,4.377809444974166,0.7538672614041989,-3.6239421835699672
15042,Holly,CO,62929.083333333336,64823.0,64305.666666666664,2.921673891468559,-0.8044910505554239,-3.726164942023983
15043,Mount Horeb,WI,275818.8333333333,286864.25,299619.55555555556,3.8503984608283135,4.257167237266817,0.4067687764385033
15044,Palmyra,UT,442466.5,476033.6666666667,518148.0,7.051427034922604,8.127857935055875,1.0764309001332713
15045,Nathrop,CO,346029.3333333333,364201.8333333333,372442.1111111111,4.989678342274499,2.2124989446533014,-2.7771793976211976
15046,Easton,KS,224238.41666666666,229031.0,241442.33333333334,2.092547879253613,5.140495936227702,3.047948056974089
15047,Carolina,WV,59940.5,61842.0,62450.11111111111,3.0747711910999,0.9737550506982436,-2.1010161404016565
15048,George,IA,86747.41666666667,91972.41666666667,91952.11111111111,5.681051112244703,-0.0220827508038675,-5.703133863048571
15049,Valley Hill,NC,228252.83333333334,241208.91666666666,251123.22222222222,5.371311936713222,3.947984367125659,-1.423327569587563
15050,Helton,KY,30553.833333333332,31427.333333333332,30355.88888888889,2.779427674423538,-3.5296098505506803,-6.309037524974219
15051,Troy,SC,61844.166666666664,62845.666666666664,65290.88888888889,1.5935864047905715,3.7451201290634453,2.151533724272874
15052,Perry,OH,162228.91666666666,170222.25,175894.11111111112,4.695821688018659,3.2245884045135815,-1.4712332835050779
15053,Carrsville,VA,184512.16666666666,193026.33333333334,197791.33333333334,4.410883489126709,2.409104544519982,-2.001778944606727
15054,Port Ewen,NY,186802.58333333334,202640.91666666666,212997.77777777778,7.815960169281368,4.862426838047352,-2.9535333312340164
15055,Swanville,MN,204316.08333333334,212564.5,214143.88888888888,3.880430018496342,0.7375362879061008,-3.142893730590241
15056,Clay City,IL,59417.083333333336,62309.166666666664,63514.0,4.641505396477236,1.8969571013214972,-2.744548295155739
15057,Bonanza,OR,158967.58333333334,167720.66666666666,178046.88888888888,5.218846017783526,5.7997206728315005,0.5808746550479746
15058,Williamsport,TN,208962.16666666666,236299.75,260622.88888888888,11.56902761570139,9.332694834511845,-2.236332781189546
15059,Pleasant Grove,AR,68569.08333333333,73356.5,75821.77777777778,6.52623375797192,3.2514112040516103,-3.27482255392031
15060,Roxbury,WI,317312.75,336481.8333333333,348820.0,5.696914791338408,3.5371156088144846,-2.159799182523923
15061,Deer Island,OR,349032.3333333333,348416.9166666667,346435.44444444444,-0.17663225785773257,-0.5719600156386433,-0.3953277577809107
15062,Cambridge,NE,144017.33333333334,158127.16666666666,160906.66666666666,8.923092489905265,1.7273989061982102,-7.195693583707055
15063,Bigfork,MN,156436.91666666666,159660.33333333334,161524.22222222222,2.0189214185949043,1.1539376963069785,-0.8649837222879257
15064,Peabody,KS,64983.916666666664,65791.0,65597.11111111111,1.2267382063402832,-0.29557534715282424,-1.5223135534931074
15065,Machias,NY,88897.83333333333,94977.25,97839.22222222222,6.400918816523611,2.9251788364811624,-3.475739980042449
15066,Tavernier,FL,547914.5,575483.5,571290.5555555555,4.790580442358469,-0.7339425452897672,-5.524522987648236
15067,Arapahoe,WY,179506.33333333334,186794.83333333334,197511.0,3.901874516515,5.425604987401541,1.523730470886541
15068,Basalt,ID,171900.33333333334,190297.25,201143.0,9.667463227485767,5.392059380639645,-4.275403846846122
15069,Firth,ID,143110.75,154549.58333333334,168124.11111111112,7.401400305727132,8.07411125511114,0.6727109493840073
15070,Sunrise Beach,MO,230832.91666666666,242605.91666666666,253987.22222222222,4.85272583692827,4.481054383750716,-0.37167145317755423
15071,Beavertown,PA,116952.16666666667,126306.58333333333,129925.0,7.406119633510783,2.7850041690719043,-4.621115464438878
15072,Metamora,IN,137735.16666666666,146571.83333333334,150183.55555555556,6.028898230787875,2.404871964085428,-3.624026266702447
15073,Bradley,ME,149812.91666666666,154371.58333333334,161977.22222222222,2.9530478137437983,4.695499024211215,1.7424512104674168
15074,Canal Point,FL,89969.08333333333,101109.33333333333,106172.77777777778,11.018023393817913,4.769060912244724,-6.248962481573189
15075,Oconee,GA,42750.5,45527.25,46475.666666666664,6.099094498349889,2.0406736141493345,-4.0584208842005545
15076,Sugar Grove,NC,233335.83333333334,241072.83333333334,251968.77777777778,3.2094035205128186,4.324323251690353,1.114919731177534
15077,Trainer,PA,101705.25,114357.83333333333,129455.88888888889,11.064028553648122,11.66270278250078,0.5986742288526585
15078,Rowesville,SC,68667.25,72076.83333333333,71300.55555555556,4.730484367376474,-1.0887401531856378,-5.819224520562112
15079,Bradfordsville,KY,71356.75,74850.33333333333,77006.22222222222,4.6674252174338955,2.7996294671714863,-1.8677957502624092
15080,Holland,IN,130134.75,137294.41666666666,141484.55555555556,5.214827259909203,2.9615521442858816,-2.2532751156233215
15081,Colebrook,CT,240048.33333333334,241389.75,253472.33333333334,0.5557057276320377,4.766825307693019,4.2111195800609815
15082,Volcano,CA,316296.6666666667,322435.1666666667,326503.44444444444,1.9037935791743146,1.246013739518139,-0.6577798396561756
15083,Exira,IA,61060.75,62011.75,65823.77777777778,1.533580329534322,5.791262529244755,4.257682199710433
15084,Gay,GA,122306.08333333333,127873.83333333333,131507.22222222222,4.35409642056037,2.762881633032408,-1.5912147875279619
15085,Wagarville,AL,75981.0,82337.16666666667,90413.44444444444,7.719681067480669,8.932607122097119,1.2129260546164504
15086,Davenport,CA,829248.0,824462.1666666666,806734.4444444445,-0.580479435785718,-2.1974668795046033,-1.6169874437188851
15087,Middlebourne,WV,74333.41666666667,80570.41666666667,80324.22222222222,7.741054667500995,-0.30650087561799166,-8.047555543118987
15088,Avant,OK,63252.5,68613.33333333333,68193.66666666667,7.8131072677807945,-0.6154041675424261,-8.428511435323221
15089,Montgomery,MI,79603.75,83966.33333333333,85014.55555555556,5.195633964406364,1.232991474662522,-3.9626424897438417
15090,Cobbtown,GA,91790.91666666667,98540.33333333333,100751.44444444444,6.8493950023848,2.194619762826669,-4.654775239558131
15091,Clarks Hill,SC,219138.58333333334,232334.25,236998.33333333334,5.6796045639705115,1.9679814907277868,-3.7116230732427247
15092,Nova,OH,146639.25,157419.83333333334,161730.33333333334,6.848300563567282,2.6652390501884824,-4.183061513378799
15093,Hooper,NE,111304.58333333333,118968.58333333333,122930.44444444444,6.4420368682768485,3.2228477892647502,-3.2191890790120983
15094,Colerain Township,PA,245065.25,254434.33333333334,257965.44444444444,3.682318817035964,1.3688310535993347,-2.3134877634366298
15095,Deer Park,WI,180540.33333333334,197813.25,204637.77777777778,8.731931084832112,3.3349305548014394,-5.397000530030673
15096,Newdale,ID,222622.16666666666,242586.91666666666,257218.11111111112,8.229936830201408,5.688244261355373,-2.5416925688460354
15097,Bivins,TX,129339.66666666667,133399.66666666666,136265.55555555556,3.0434858657817627,2.1031645724443404,-0.9403212933374223
15098,Denver,IN,110312.25,115252.91666666667,118927.44444444444,4.286804021590203,3.0897223050094875,-1.197081716580715
15099,Touchet,WA,267082.0,277751.3333333333,288026.44444444444,3.841325694206082,3.5674193496121926,-0.2739063445938892
15100,Granite,OK,49305.25,54007.583333333336,58261.444444444445,8.70680197688288,7.301331355022282,-1.4054706218605988
15101,Craigsville,VA,101963.5,105461.83333333333,107958.0,3.317155811502103,2.312164607223801,-1.0049912042783018
15102,Fairplay,CO,318171.75,335893.75,342175.44444444444,5.276073163016578,1.8358109988410736,-3.440262164175505
15103,Wolford,VA,61324.0,60745.75,60148.22222222222,-0.9519184469695411,-0.9934255007075168,-0.041507053737975697
15104,Presque Isle,MI,133554.5,141165.33333333334,144989.66666666666,5.3914322685456355,2.637659235485734,-2.7537730330599013
15105,Mount Zion,GA,125291.75,135813.83333333334,148469.33333333334,7.747431226323295,8.52398250592715,0.7765512796038543
15106,Saint Germain,WI,173749.0,179161.25,181749.11111111112,3.020882026665922,1.4238645214220893,-1.597017505243833
15107,Helenville,WI,252832.0,270899.5833333333,280555.77777777775,6.66947623581308,3.4418091550026473,-3.2276670808104324
15108,Sasser,GA,68031.91666666667,72872.08333333333,77704.44444444444,6.642003968140507,6.218899247862269,-0.4231047202782383
15109,Paradise,UT,353923.9166666667,385661.5833333333,410883.8888888889,8.229408382435455,6.138548197584883,-2.0908601848505723
15110,Larimore,ND,140871.41666666666,144436.0,142729.33333333334,2.4679327406833083,-1.1957364522125726,-3.663669192895881
15111,Fisk,MO,75912.5,78344.75,77468.22222222222,3.104547528711241,-1.1314675264696392,-4.23601505518088
15112,Oakley,MI,108734.83333333333,106936.83333333333,108865.22222222222,-1.6813664141292133,1.7713543862084327,3.452720800337646
15113,Ovalo,TX,221703.5,238567.5,242305.0,7.068858918335481,1.5424774560987187,-5.526381462236762
15114,Duquesne,MO,140896.33333333334,148605.16666666666,155806.55555555556,5.187459834841979,4.622006348327958,-0.5654534865140208
15115,Harwood,ND,256607.16666666666,246161.0,247594.0,-4.243631877781882,0.5787700832815013,4.822401961063383
15116,Eighty Eight,KY,96901.91666666667,100228.41666666667,102211.44444444444,3.318919035769131,1.9401230347112577,-1.3787960010578733
15117,Galva,KS,176104.58333333334,185226.25,190954.0,4.92460796818305,2.999544392890434,-1.925063575292616
15118,Wright,NY,159146.91666666666,164554.25,169640.66666666666,3.286049028410596,2.998347487434218,-0.2877015409763777
15119,Central High,OK,141629.66666666666,149267.58333333334,152763.44444444444,5.1169292729890685,2.288414694905912,-2.8285145780831566
15120,Mint Spring,VA,152562.5,161078.08333333334,166558.88888888888,5.286618239497724,3.2906112619493806,-1.996006977548343
15121,Otis,MA,280125.6666666667,292359.1666666667,300122.44444444444,4.184407877297046,2.586703501015503,-1.597704376281543
15122,Town of Remsen,NY,147665.58333333334,146114.33333333334,142769.0,-1.0616686019852033,-2.3431790748225056,-1.2815104728373024
15123,Otisco,IN,160985.16666666666,172189.41666666666,183244.66666666666,6.5069330141757655,6.033054168015804,-0.4738788461599617
15124,Lakeville,OH,147811.75,157775.83333333334,162649.77777777778,6.315341914425007,2.996588443608895,-3.318753470816112
15125,Hardwick Township,NJ,305575.6666666667,303081.0833333333,321228.44444444444,-0.8230745732783958,5.649363070103108,6.472437643381504
15126,Westfield Center,OH,217756.16666666666,226195.83333333334,229325.33333333334,3.7311326836996046,1.3646551623893857,-2.3664775213102187
15127,Rozet,WY,327622.25,337314.0,345797.6666666667,2.873213089287726,2.4533614551091105,-0.4198516341786154
15128,Town Of Columbia,NY,114366.66666666667,120687.0,125628.88888888889,5.236962832229924,3.933720128066794,-1.30324270416313
15129,Mattoon,WI,51899.75,53640.916666666664,56320.666666666664,3.2459673974003014,4.758022513938045,1.512055116537744
15130,Lake Park,IA,131793.66666666666,136332.66666666666,138440.0,3.3293561337708257,1.522199749590684,-1.8071563841801417
15131,McCammon,ID,197850.08333333334,215236.91666666666,242651.0,8.077997772222306,11.297741749810776,3.21974397758847
15132,Mammoth,AZ,62930.083333333336,73677.16666666667,77276.22222222222,14.586721802096084,4.657390659193704,-9.929331142902381
15133,Town of Deposit,NY,117580.66666666667,117634.91666666667,115499.44444444444,0.046117259685510045,-1.84890259212407,-1.89501985180958
15134,Colton,OH,78293.5,82202.66666666667,84303.77777777778,4.75552293518459,2.492309557763325,-2.2632133774212653
15135,Evansville,IL,73068.25,73594.66666666667,76589.0,0.7152918689760193,3.909612781644007,3.1943209126679877
15136,Calcium,NY,164155.41666666666,164505.75,162298.11111111112,0.21296114776130504,-1.3602369576424098,-1.5731981054037147
15137,Ranlo,NC,143574.75,157978.5,170760.55555555556,9.11753814601354,7.485367750163488,-1.6321703958500526
15138,Momence,IL,115532.83333333333,118340.33333333333,131090.77777777778,2.372394872415998,9.726423674179985,7.354028801763987
15139,Pennville,IN,85301.91666666667,81990.16666666667,81409.44444444444,-4.039203888271154,-0.7133351986187929,3.3258686896523613
15140,Stantonville,TN,109629.66666666667,113758.41666666667,115054.88888888889,3.6294017805275947,1.1268293201119437,-2.502572460415651
15141,Etna,CA,204603.91666666666,209401.75,209260.0,2.2912097598675003,-0.06773869827009463,-2.358948458137595
15142,Cool Ridge,WV,119670.33333333333,122758.0,124175.55555555556,2.5152467999370076,1.1415737575833549,-1.3736730423536527
15143,Petersburg,NY,161797.75,148895.08333333334,142145.88888888888,-8.66560962109225,-4.748075725018054,3.917533896074196
15144,Grand Lake,CO,441649.9166666667,478236.9166666667,486745.22222222225,7.65039224805418,1.7479998091632254,-5.9023924388909546
15145,Keomah,IA,125584.08333333333,129963.66666666667,137011.77777777778,3.3698520868653112,5.144164410845457,1.774312323980146
15146,Shamokin Dam,PA,135623.0,140710.33333333334,144513.11111111112,3.615465341327699,2.631441360953026,-0.9840239803746731
15147,Roach,MO,186750.66666666666,202831.83333333334,204003.77777777778,7.9283248602495915,0.5744719324369778,-7.353852927812614
15148,Libertyville,AL,91631.58333333333,98008.0,101489.88888888889,6.50601651565859,3.430774165789916,-3.0752423498686743
15149,Midland,NC,220431.58333333334,231868.16666666666,246298.11111111112,4.9323645836103625,5.858731266491429,0.9263666828810662
15150,John Day,OR,152951.41666666666,157155.33333333334,159517.33333333334,2.675007317600857,1.4807168291011217,-1.1942904884997354
15151,Butlerville,IN,102552.83333333333,106284.66666666667,110329.77777777778,3.5111681208327408,3.666381998211421,0.1552138773786802
15152,Amo,IN,134294.75,145793.25,155050.66666666666,7.8868534722972425,5.97057520982388,-1.9162782624733623
15153,Rosebush,MI,105745.83333333333,111250.08333333333,113901.55555555556,4.9476367433432635,2.32786304742693,-2.6197736959163334
15154,Cornell,MI,93417.66666666667,96512.41666666667,101238.66666666667,3.206582227329989,4.668423790646525,1.4618415633165358
15155,Spruce Pine,AL,97475.08333333333,99553.25,98947.33333333333,2.0874925395872777,-0.6123628058024183,-2.699855345389696
15156,Van Vleck,TX,150316.08333333334,155319.0,161627.22222222222,3.2210590247597892,3.902945392174721,0.6818863674149318
15157,Burkeville,TX,141096.41666666666,148474.5,143160.33333333334,4.969259592275672,-3.7120384836581755,-8.681298075933848
15158,New Virginia,IA,162688.25,171163.58333333334,178254.0,4.9515984465153515,3.97770410014174,-0.9738943463736116
15159,Apollo,PA,120584.33333333333,126737.41666666667,132290.33333333334,4.854985603435983,4.197522620700433,-0.6574629827355505
15160,Pinetta,FL,129572.16666666667,131362.58333333334,130883.55555555556,1.3629578691547795,-0.3659953886066689,-1.7289532577614484
15161,Palermo,ME,188946.5,199286.16666666666,202011.77777777778,5.188351424291864,1.3492337630479254,-3.8391176612439386
15162,Flovilla,GA,76112.5,82392.91666666667,85784.77777777778,7.622520139777393,3.95391956355893,-3.668600576218463
15163,Dexter,KY,72021.16666666667,74113.0,75722.11111111111,2.822491780569304,2.1250214600461605,-0.6974703205231436
15164,Wawaka,IN,106946.66666666667,115158.08333333333,118876.44444444444,7.130560381851896,3.127920866483219,-4.002639515368677
15165,Shanks,WV,170371.58333333334,172321.5,175967.22222222222,1.1315573893371733,2.0718189309246338,0.9402615415874604
15166,Warner Springs,CA,307692.0,295889.6666666667,322929.1111111111,-3.9887615766687743,8.373182693690598,12.361944270359373
15167,Meta,MO,149489.5,155169.83333333334,159649.88888888888,3.6607201356792998,2.806175179159383,-0.8545449565199168
15168,Benzonia,MI,142775.41666666666,150958.83333333334,152790.44444444444,5.42095913565841,1.1987733380650516,-4.222185797593358
15169,Florida,NY,278603.5833333333,288973.4166666667,296658.8888888889,3.5885077087540767,2.590676534590784,-0.9978311741632928
15170,Chester,MA,165719.41666666666,172491.66666666666,182732.11111111112,3.926131697183439,5.604074939088137,1.677943241904698
15171,Unity,NH,186969.91666666666,194735.66666666666,199300.22222222222,3.9878416383234025,2.2902912523930987,-1.6975503859303038
15172,Albion,ME,155444.25,161144.41666666666,157491.55555555556,3.5373032367963875,-2.3194012518484133,-5.856704488644801
15173,Village of Four Seasons,MO,235951.16666666666,244690.58333333334,248324.22222222222,3.571619531741966,1.4632639765754218,-2.1083555551665443
15174,Jackson Center,OH,115665.58333333333,123231.41666666667,127979.88888888889,6.1395328707438726,3.7103268829564344,-2.429205987787438
15175,Sackets Harbor,NY,196895.41666666666,198590.66666666666,200371.44444444444,0.8536403187796674,0.8887383043602926,0.03509798558062516
15176,Pick City,ND,87458.25,95220.58333333333,101646.44444444444,8.151948939611266,6.321776571952016,-1.8301723676592498
15177,Albany,NH,206578.25,216974.41666666666,223435.55555555556,4.791425102729081,2.891723688659924,-1.8997014140691566
15178,South Pittsburg,TN,75119.0,78217.91666666667,82545.0,3.9619013120395534,5.242090173036924,1.2801888609973702
15179,Eminence,MO,80818.5,85630.58333333333,86261.88888888889,5.619584902979557,0.7318475907346824,-4.887737312244874
15180,East Berlin,PA,216857.91666666666,223421.75,229209.55555555556,2.9378667624496466,2.525115299633623,-0.4127514628160238
15181,Lebanon,VA,126837.33333333333,128264.41666666667,129440.77777777778,1.112610473286636,0.9088025669396631,-0.20380790634697288
15182,Springer,NM,70713.58333333333,73296.16666666667,74565.77777777778,3.523490314409362,1.7026726588902839,-1.820817655519078
15183,Hemby Bridge,NC,185509.83333333334,200936.08333333334,213364.44444444444,7.677192540082189,5.8249447997167,-1.8522477403654891
15184,Sand City,CA,591694.75,630269.0833333334,627212.4444444445,6.1202959741137075,-0.48733709223456234,-6.60763306634827
15185,Stewart,TN,100546.5,106260.25,111394.55555555556,5.377128324091088,4.609117142170329,-0.7680111819207589
15186,McNeil,AR,61818.333333333336,60063.583333333336,55863.88888888889,-2.92148736824726,-7.51772661727413,-4.59623924902687
15187,Meredosia,IL,53545.666666666664,53443.833333333336,53580.444444444445,-0.1905427193034341,0.2549644978267331,0.44550721713016717
15188,Pike Township,PA,230645.25,237423.08333333334,247719.77777777778,2.854749099445193,4.156589569396959,1.3018404699517663
15189,South Coffeyville,OK,83430.33333333333,87494.41666666667,91479.22222222222,4.64496305954762,4.355967900421823,-0.2889951591257969
15190,Ward,SC,69299.08333333333,73290.0,74013.55555555556,5.445376813571663,0.977598698136386,-4.4677781154352765
15191,Bringhurst,IN,151317.08333333334,162138.66666666666,167899.55555555556,6.674276750764766,3.431151958578419,-3.2431247921863466
15192,Grand River,OH,97678.66666666667,103938.33333333333,107815.66666666667,6.022481278963479,3.596261520434578,-2.426219758528901
15193,Pescadero,CA,1089495.4166666667,970972.1666666666,942016.1111111111,-12.206657829017768,-3.0738386757952303,9.132819153222538
15194,Hartland,ME,97701.58333333333,95462.83333333333,97031.55555555556,-2.345153523971808,1.6167134632032767,3.9618669871750845
15195,Montezuma,KS,130297.66666666667,137485.33333333334,142953.44444444444,5.2279515875632825,3.825099235881756,-1.4028523516815263
15196,Scraper,OK,105965.83333333333,110740.41666666667,113763.11111111111,4.311509272811426,2.6570075439412055,-1.6545017288702204
15197,Burlison,TN,105702.83333333333,111025.41666666667,117161.11111111111,4.794022389768117,5.236971881075437,0.44294949130731975
15198,Burns Flat,OK,40064.416666666664,41570.083333333336,44705.11111111111,3.6219957862324987,7.012683113539084,3.390687327306585
15199,Redington Beach,FL,478462.25,494525.5,516509.3333333333,3.248214702780746,4.256231575034459,1.0080168722537128
15200,Cowley,WY,191016.83333333334,200779.25,206256.55555555556,4.862263738243199,2.6555788933846713,-2.2066848448585272
15201,Santa Anna,TX,123178.66666666667,119903.83333333333,121343.66666666667,-2.7312165443695933,1.1865747697311573,3.9177913141007505
